Date,Ticker,Close
2022-01-03,AAPL,178.64564514160156
2022-01-04,AAPL,176.37835693359375
2022-01-05,AAPL,171.6867218017578
2022-01-06,AAPL,168.8206787109375
2022-01-07,AAPL,168.98753356933594
2022-01-10,AAPL,169.0071563720703
2022-01-11,AAPL,171.84373474121094
2022-01-12,AAPL,172.28543090820312
2022-01-13,AAPL,169.0071563720703
2022-01-14,AAPL,169.87091064453125
2022-01-18,AAPL,166.66134643554688
2022-01-19,AAPL,163.15731811523438
2022-01-20,AAPL,161.46913146972656
2022-01-21,AAPL,159.407958984375
2022-01-24,AAPL,158.6325225830078
2022-01-25,AAPL,156.8265380859375
2022-01-26,AAPL,156.73818969726562
2022-01-27,AAPL,156.2769012451172
2022-01-28,AAPL,167.18154907226562
2022-01-31,AAPL,171.54928588867188
2022-02-01,AAPL,171.3824462890625
2022-02-02,AAPL,172.58970642089844
2022-02-03,AAPL,169.70404052734375
2022-02-04,AAPL,169.41903686523438
2022-02-07,AAPL,168.70164489746094
2022-02-08,AAPL,171.81700134277344
2022-02-09,AAPL,173.24200439453125
2022-02-10,AAPL,169.1536865234375
2022-02-11,AAPL,165.73367309570312
2022-02-14,AAPL,165.96949768066406
2022-02-15,AAPL,169.81216430664062
2022-02-16,AAPL,169.57627868652344
2022-02-17,AAPL,165.96949768066406
2022-02-18,AAPL,164.41676330566406
2022-02-22,AAPL,161.48814392089844
2022-02-23,AAPL,157.31138610839844
2022-02-24,AAPL,159.93536376953125
2022-02-25,AAPL,162.00900268554688
2022-02-28,AAPL,162.27432250976562
2022-03-01,AAPL,160.38742065429688
2022-03-02,AAPL,163.68951416015625
2022-03-03,AAPL,163.36517333984375
2022-03-04,AAPL,160.35794067382812
2022-03-07,AAPL,156.55462646484375
2022-03-08,AAPL,154.72669982910156
2022-03-09,AAPL,160.1417236328125
2022-03-10,AAPL,155.7880859375
2022-03-11,AAPL,152.0634002685547
2022-03-14,AAPL,148.0242156982422
2022-03-15,AAPL,152.41717529296875
2022-03-16,AAPL,156.83963012695312
2022-03-17,AAPL,157.85189819335938
2022-03-18,AAPL,161.1540069580078
2022-03-21,AAPL,162.52984619140625
2022-03-22,AAPL,165.91058349609375
2022-03-23,AAPL,167.27662658691406
2022-03-24,AAPL,171.07008361816406
2022-03-25,AAPL,171.70889282226562
2022-03-28,AAPL,172.57373046875
2022-03-29,AAPL,175.87582397460938
2022-03-30,AAPL,174.70635986328125
2022-03-31,AAPL,171.60081481933594
2022-04-01,AAPL,171.3059539794922
2022-04-04,AAPL,175.36477661132812
2022-04-05,AAPL,172.0430450439453
2022-04-06,AAPL,168.8686981201172
2022-04-07,AAPL,169.17337036132812
2022-04-08,AAPL,167.15867614746094
2022-04-11,AAPL,162.89346313476562
2022-04-12,AAPL,164.77059936523438
2022-04-13,AAPL,167.46331787109375
2022-04-14,AAPL,162.44140625
2022-04-18,AAPL,162.22520446777344
2022-04-19,AAPL,164.51502990722656
2022-04-20,AAPL,164.3479766845703
2022-04-21,AAPL,163.5519561767578
2022-04-22,AAPL,159.001708984375
2022-04-25,AAPL,160.07293701171875
2022-04-26,AAPL,154.09771728515625
2022-04-27,AAPL,153.8717041015625
2022-04-28,AAPL,160.81982421875
2022-04-29,AAPL,154.9330596923828
2022-05-02,AAPL,155.23776245117188
2022-05-03,AAPL,156.7315216064453
2022-05-04,AAPL,163.15882873535156
2022-05-05,AAPL,154.06825256347656
2022-05-06,AAPL,154.79653930664062
2022-05-09,AAPL,149.65896606445312
2022-05-10,AAPL,152.07028198242188
2022-05-11,AAPL,144.18673706054688
2022-05-12,AAPL,140.30897521972656
2022-05-13,AAPL,144.787109375
2022-05-16,AAPL,143.24192810058594
2022-05-17,AAPL,146.88351440429688
