Date,Ticker,Close
2022-01-03,BBNI,2772.385009765625
2022-01-04,BBNI,2896.060546875
2022-01-05,BBNI,2865.141845703125
2022-01-06,BBNI,2865.141845703125
2022-01-07,BBNI,2916.673095703125
2022-01-10,BBNI,2906.366943359375
2022-01-11,BBNI,2896.060546875
2022-01-12,BBNI,2906.366943359375
2022-01-13,BBNI,2896.060546875
2022-01-14,BBNI,2926.979248046875
2022-01-17,BBNI,2968.204345703125
2022-01-18,BBNI,2916.673095703125
2022-01-19,BBNI,2926.979248046875
2022-01-20,BBNI,2947.591796875
2022-01-21,BBNI,2957.89794921875
2022-01-24,BBNI,2926.979248046875
2022-01-25,BBNI,2803.303955078125
2022-01-26,BBNI,2937.285888671875
2022-01-27,BBNI,2968.204345703125
2022-01-28,BBNI,3091.879638671875
2022-01-31,BBNI,3019.735595703125
2022-02-02,BBNI,3040.348388671875
2022-02-03,BBNI,3009.429443359375
2022-02-04,BBNI,3019.735595703125
2022-02-07,BBNI,3040.348388671875
2022-02-08,BBNI,3091.879638671875
2022-02-09,BBNI,3122.79833984375
2022-02-10,BBNI,3164.0234375
2022-02-11,BBNI,3174.32958984375
2022-02-14,BBNI,3174.32958984375
2022-02-15,BBNI,3267.0859375
2022-02-16,BBNI,3277.392578125
2022-02-17,BBNI,3256.77978515625
2022-02-18,BBNI,3287.69873046875
2022-02-21,BBNI,3256.77978515625
2022-02-22,BBNI,3194.942138671875
2022-02-23,BBNI,3267.0859375
2022-02-24,BBNI,3225.86083984375
2022-02-25,BBNI,3298.004638671875
2022-03-01,BBNI,3267.0859375
2022-03-02,BBNI,3205.24853515625
2022-03-04,BBNI,3256.77978515625
2022-03-07,BBNI,3184.635986328125
2022-03-08,BBNI,3133.104736328125
2022-03-09,BBNI,3205.24853515625
2022-03-10,BBNI,3205.24853515625
2022-03-11,BBNI,3277.392578125
2022-03-14,BBNI,3339.229736328125
2022-03-15,BBNI,3328.923583984375
2022-03-16,BBNI,3442.292724609375
2022-03-17,BBNI,3390.761474609375
2022-03-18,BBNI,3421.679931640625
2022-03-21,BBNI,3328.923583984375
2022-03-22,BBNI,3308.31103515625
2022-03-23,BBNI,3328.923583984375
2022-03-24,BBNI,3453.325927734375
2022-03-25,BBNI,3453.325927734375
2022-03-28,BBNI,3568.786865234375
2022-03-29,BBNI,3516.304443359375
2022-03-30,BBNI,3526.801025390625
2022-03-31,BBNI,3463.822265625
2022-04-01,BBNI,3442.82958984375
2022-04-04,BBNI,3537.297607421875
2022-04-05,BBNI,3516.304443359375
2022-04-06,BBNI,3421.836669921875
2022-04-07,BBNI,3484.815185546875
2022-04-08,BBNI,3537.297607421875
2022-04-11,BBNI,3526.801025390625
2022-04-12,BBNI,3537.297607421875
2022-04-13,BBNI,3547.793701171875
2022-04-14,BBNI,3526.801025390625
2022-04-18,BBNI,3537.297607421875
2022-04-19,BBNI,3526.801025390625
2022-04-20,BBNI,3768.218994140625
2022-04-21,BBNI,3936.162109375
2022-04-22,BBNI,3925.665283203125
2022-04-25,BBNI,3988.64404296875
2022-04-26,BBNI,4030.6298828125
2022-04-27,BBNI,3967.6513671875
2022-04-28,BBNI,3873.18310546875
2022-05-09,BBNI,3705.240478515625
2022-05-10,BBNI,3736.729736328125
2022-05-11,BBNI,3684.24755859375
2022-05-12,BBNI,3442.82958984375
2022-05-13,BBNI,3463.822265625
