Date,Forecast
2025-06-06,60.8633090124393
2025-06-09,61.02688263044605
2025-06-10,61.185904696267
2025-06-11,61.30925008457747
2025-06-12,61.49598782400858
2025-06-13,61.71276755363334
2025-06-16,61.93040986860997
2025-06-17,62.14649672683081
2025-06-18,62.366202164431456
2025-06-19,62.58695736448985
2025-06-20,62.806179683886896
2025-06-23,63.02352847541555
2025-06-24,63.239229606786864
2025-06-25,63.453057159786745
2025-06-26,63.66479546667504
2025-06-27,63.87441278030603
2025-06-30,64.08192787130915
2025-07-01,64.28733586536597
2025-07-02,64.49063567714356
2025-07-03,64.69184167907856
2025-07-04,64.8909731319336
2025-07-07,65.08804837035235
2025-07-08,65.28308627855378
2025-07-09,65.47610695046157
2025-07-10,65.66713081898585
2025-07-11,65.85617816766191
2025-07-14,66.04326918584619
2025-07-15,66.22842399258568
2025-07-16,66.41166256138396
2025-07-17,66.59300467760882
